Date,Open,High,Low,Close,Volume
1/2/2025 11:35,96586.01,96702.7,96586,96702.69,27.56538
1/2/2025 11:40,96702.69,96727.27,96662.64,96691.9,33.46799
1/2/2025 11:45,96691.91,96789.47,96666.68,96754.34,24.05193
1/2/2025 11:50,96754.34,96754.34,96608.35,96643.13,21.94568
1/2/2025 11:55,96643.13,96740,96643.13,96732.99,23.96116
1/2/2025 12:00,96733,96792.28,96733,96787.88,60.89281
1/2/2025 12:05,96787.88,96789.63,96682.69,96727.99,60.92371
1/2/2025 12:10,96727.99,96863.92,96704,96806.26,48.7485
1/2/2025 12:15,96806.27,96895,96788.2,96887.27,47.84498
1/2/2025 12:20,96887.28,96887.28,96609.42,96660.01,96.52069
1/2/2025 12:25,96660.02,96754.73,96643.89,96754.72,45.0953
1/2/2025 12:30,96754.72,96817.25,96611,96660,64.17502
1/2/2025 12:35,96660.01,96717.45,96638.46,96688.37,31.85775
1/2/2025 12:40,96688.36,96715.5,96666.65,96672.01,31.29632
1/2/2025 12:45,96672,96857.14,96672,96819.39,67.7362
1/2/2025 12:50,96819.4,96839.27,96774.74,96821.16,63.16743
1/2/2025 12:55,96821.16,96865.05,96816.91,96850.01,59.04639
1/2/2025 13:00,96850.01,96900,96763.96,96816.54,54.44155
1/2/2025 13:05,96816.54,96865.79,96796.16,96863.94,41.68396
1/2/2025 13:10,96863.94,96988.05,96744.74,96764.52,118.24633
1/2/2025 13:15,96764.52,96871.28,96630,96714.63,193.03027
1/2/2025 13:20,96714.62,96714.63,96640.19,96702.94,63.23006
1/2/2025 13:25,96702.94,96831.45,96702.94,96763.6,43.51132
1/2/2025 13:30,96763.61,96794.97,96655.99,96697.34,74.91858
1/2/2025 13:35,96697.33,96759.78,96597.15,96667.69,53.8766
1/2/2025 13:40,96667.68,96718.7,96636.95,96668,53.83295
1/2/2025 13:45,96668,96673.17,96482.41,96577.51,78.96949
1/2/2025 13:50,96577.5,96644,96436,96442.44,91.70788
