Datetime,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2024-03-06 04:00:00,3538.01,3789.77,3536.2,3786.6,230737.8482,2024-03-06 07:59:59.999,857218015.158171,532773,108639.672,402978845.020883,0
2024-03-06 08:00:00,3786.61,3899.47,3778.6,3879.74,201051.8756,2024-03-06 11:59:59.999,771696165.97028,543050,100807.9411,386893043.57605106,0
2024-03-06 12:00:00,3879.74,3900.0,3724.0,3790.94,234039.7964,2024-03-06 15:59:59.999,893035989.441185,597164,117277.561,447730295.677208,0
2024-03-06 16:00:00,3790.95,3880.0,3764.25,3852.59,107005.7888,2024-03-06 19:59:59.999,409118549.86632705,328744,56519.1698,216104033.362026,0
2024-03-06 20:00:00,3852.59,3892.58,3792.7,3818.59,80838.6207,2024-03-06 23:59:59.999,310561641.387786,245647,39881.2405,153187466.217442,0
2024-03-07 00:00:00,3818.58,3852.69,3764.21,3775.18,101621.8497,2024-03-07 03:59:59.999,386856294.195594,276102,49766.8322,189463426.912208,0
2024-03-07 04:00:00,3775.18,3803.36,3735.0,3789.22,71852.4759,2024-03-07 07:59:59.999,271235293.12673,253200,36829.253,139048469.097955,0
2024-03-07 08:00:00,3789.23,3814.92,3770.36,3787.58,73348.2997,2024-03-07 11:59:59.999,278072588.494697,244733,33893.3877,128513593.222534,0
2024-03-07 12:00:00,3787.58,3855.23,3765.12,3837.16,112772.69,2024-03-07 15:59:59.999,429926800.214338,350495,57239.5219,218219231.075372,0
2024-03-07 16:00:00,3837.17,3883.77,3812.44,3870.19,78329.5525,2024-03-07 19:59:59.999,301721502.985617,248897,40344.6344,155423057.975526,0
2024-03-07 20:00:00,3870.19,3933.81,3840.0,3868.76,102855.8072,2024-03-07 23:59:59.999,399795438.42673296,263289,54176.7819,210601510.435743,0
2024-03-08 00:00:00,3868.76,3940.6,3863.56,3900.85,77725.9157,2024-03-08 03:59:59.999,303589793.507959,216380,39718.8986,155085586.651633,0
2024-03-08 04:00:00,3900.85,3946.57,3880.0,3908.16,64744.9491,2024-03-08 07:59:59.999,253191672.209616,184918,30059.0104,117521009.258054,0
2024-03-08 08:00:00,3908.16,3954.98,3908.15,3950.46,79443.9638,2024-03-08 11:59:59.999,312892087.243655,215515,42199.1725,166177286.381823,0
2024-03-08 12:00:00,3950.46,3993.75,3886.0,3900.75,172241.1434,2024-03-08 15:59:59.999,680648397.63422,428205,84953.7415,335857205.003177,0
2024-03-08 16:00:00,3900.76,3978.49,3820.0,3928.82,174005.1197,2024-03-08 19:59:59.999,677673023.2660071,400885,88893.5533,346255951.934431,0
2024-03-08 20:00:00,3928.82,3950.85,3871.28,3883.36,78238.1672,2024-03-08 23:59:59.999,306214946.144108,211238,36848.9228,144267150.843597,0
2024-03-09 00:00:00,3883.37,3929.0,3877.5,3923.21,42981.501,2024-03-09 03:59:59.999,167903859.661188,130154,22685.0281,88615970.03019,0
2024-03-09 04:00:00,3923.22,3942.0,3912.05,3925.47,36331.8334,2024-03-09 07:59:59.999,142677110.03882,112376,18917.0258,74294395.460463,0
2024-03-09 08:00:00,3925.46,3936.0,3887.99,3912.49,47849.7238,2024-03-09 11:59:59.999,187299810.115134,148607,23160.2422,90671001.971672,0
2024-03-09 12:00:00,3912.5,3927.05,3901.62,3916.66,40208.5626,2024-03-09 15:59:59.999,157420411.851778,132277,20790.8998,81396459.040425,0
2024-03-09 16:00:00,3916.66,3920.22,3870.01,3881.18,57453.4371,2024-03-09 19:59:59.999,223431791.271514,183967,28464.0511,110692805.881008,0
2024-03-09 20:00:00,3881.18,3912.68,3881.17,3905.21,30014.0807,2024-03-09 23:59:59.999,117090705.375119,111954,14633.3674,57084483.780745,0
2024-03-10 00:00:00,3905.2,3940.1,3899.51,3935.0,51918.0288,2024-03-10 03:59:59.999,203710896.550461,177310,26634.9729,104505936.612653,0
2024-03-10 04:00:00,3935.01,3950.0,3929.79,3944.82,38704.7462,2024-03-10 07:59:59.999,152557454.964687,138154,17802.1546,70173227.521044,0
2024-03-10 08:00:00,3944.81,3964.67,3920.02,3932.72,60457.1563,2024-03-10 11:59:59.999,238326730.082198,208330,28234.8247,111304407.82829,0
2024-03-10 12:00:00,3932.72,3947.18,3860.65,3883.69,85475.6879,2024-03-10 15:59:59.999,333599841.479161,260598,40881.0658,159594988.803078,0
2024-03-10 16:00:00,3883.7,3927.05,3882.06,3898.0,48450.6237,2024-03-10 19:59:59.999,189237770.723987,177833,23435.004,91537192.873601,0
2024-03-10 20:00:00,3898.01,3903.89,3791.26,3878.47,71658.4371,2024-03-10 23:59:59.999,275982960.182926,233255,33487.8169,129023592.665687,0
2024-03-11 00:00:00,3878.47,3888.38,3722.95,3866.93,104660.8458,2024-03-11 03:59:59.999,400551495.704717,334058,50849.0945,194645890.417704,0
2024-03-11 04:00:00,3866.92,4011.79,3834.22,4001.4,158741.3444,2024-03-11 07:59:59.999,625182042.371797,421692,83398.2963,328533991.400739,0
2024-03-11 08:00:00,4001.4,4054.6,3986.86,4034.25,166787.8858,2024-03-11 11:59:59.999,670680688.785295,423088,70280.7386,282527924.966004,0
2024-03-11 12:00:00,4034.25,4065.8,4017.0,4018.0,128794.4803,2024-03-11 15:59:59.999,520042479.01821506,298811,49006.8399,198038634.298369,0
2024-03-11 16:00:00,4018.01,4086.23,3998.92,4031.71,107913.564,2024-03-11 19:59:59.999,436007818.210371,270938,50885.116,205686797.306003,0
2024-03-11 20:00:00,4031.7,4082.0,4027.92,4064.8,54656.3936,2024-03-11 23:59:59.999,221654630.212964,145917,27939.5802,113270698.557956,0
2024-03-12 00:00:00,4064.8,4093.92,4021.19,4028.69,82355.2843,2024-03-12 03:59:59.999,334537249.35709,191159,38705.9753,157262425.929517,0
2024-03-12 04:00:00,4028.69,4052.4,4000.02,4027.13,62019.6953,2024-03-12 07:59:59.999,249781180.982053,203435,31337.044,126185736.518109,0
2024-03-12 08:00:00,4027.13,4065.0,3965.0,4020.83,83842.3936,2024-03-12 11:59:59.999,335918390.411136,282696,43229.1528,173233155.15919,0
2024-03-12 12:00:00,4020.84,4053.8,3950.0,3988.46,146976.2191,2024-03-12 15:59:59.999,588692818.872793,460439,70763.6167,283526316.964566,0
2024-03-12 16:00:00,3988.46,3991.62,3828.98,3980.23,199020.7718,2024-03-12 19:59:59.999,782059225.9598529,536106,98003.0393,385316910.218992,0
2024-03-12 20:00:00,3980.23,3980.56,3927.18,3979.96,58573.03,2024-03-12 23:59:59.999,231487007.498885,204706,35026.2449,138422345.789809,0
2024-03-13 00:00:00,3979.97,4045.86,3973.53,4043.78,64974.9648,2024-03-13 03:59:59.999,260757150.21378,221623,35529.3597,142591713.557243,0
2024-03-13 04:00:00,4043.78,4078.38,4029.1,4038.36,70118.1647,2024-03-13 07:59:59.999,283737336.244632,225274,34328.6872,138935594.572886,0
2024-03-13 08:00:00,4038.36,4083.0,4038.09,4048.9,71500.9906,2024-03-13 11:59:59.999,290046606.070283,227547,37594.086,152500674.904761,0
2024-03-13 12:00:00,4048.91,4053.0,3932.23,3962.8,148148.3053,2024-03-13 15:59:59.999,590624091.741835,427831,70040.954,279242941.260742,0
2024-03-13 16:00:00,3962.8,4011.06,3952.23,4000.44,70578.3149,2024-03-13 19:59:59.999,281084028.705434,235573,38768.8088,154386131.859116,0
2024-03-13 20:00:00,4000.44,4021.0,3974.62,4004.79,56985.0363,2024-03-13 23:59:59.999,227660177.32616,198650,29844.1782,119233565.993314,0
2024-03-14 00:00:00,4004.79,4010.98,3955.0,3993.77,59083.0005,2024-03-14 03:59:59.999,235433112.942463,185032,29319.2756,116825585.718127,0
2024-03-14 04:00:00,3993.77,4005.69,3940.64,3963.46,64515.6419,2024-03-14 07:59:59.999,256203562.990425,239127,31383.1233,124644141.247156,0
2024-03-14 08:00:00,3963.45,3997.7,3943.12,3955.04,59789.1681,2024-03-14 11:59:59.999,237494933.263703,219291,28916.1173,114872356.146065,0
2024-03-14 12:00:00,3955.04,3967.4,3820.2,3845.81,180384.2757,2024-03-14 15:59:59.999,701656206.361321,498921,88025.3949,342517528.313101,0
2024-03-14 16:00:00,3845.81,3896.02,3723.0,3785.89,184658.1893,2024-03-14 19:59:59.999,704956514.73234,508034,85357.8159,325959661.673203,0
2024-03-14 20:00:00,3785.89,3892.0,3780.79,3881.7,99807.249,2024-03-14 23:59:59.999,384263621.400948,269558,51203.9052,197123425.554694,0
2024-03-15 00:00:00,3881.69,3934.02,3623.0,3722.2,208926.9893,2024-03-15 03:59:59.999,787949193.236912,527722,99418.5734,375249092.933543,0
2024-03-15 04:00:00,3722.2,3779.92,3656.49,3754.12,174978.3857,2024-03-15 07:59:59.999,648210415.811397,435809,87676.6017,324926489.774123,0
2024-03-15 08:00:00,3754.12,3761.65,3570.0,3689.33,231263.8534,2024-03-15 11:59:59.999,847219414.965264,576751,105520.8967,386704079.527224,0
2024-03-15 12:00:00,3689.33,3742.0,3670.77,3688.9,116561.5186,2024-03-15 15:59:59.999,431571417.89807695,381599,60435.2563,223803085.185136,0
2024-03-15 16:00:00,3688.89,3806.62,3659.01,3689.54,128183.8655,2024-03-15 19:59:59.999,476975575.48295695,336535,68220.4065,253946332.138516,0
2024-03-15 20:00:00,3689.53,3749.93,3606.65,3742.19,87622.7946,2024-03-15 23:59:59.999,321551441.925842,228921,43926.2143,161274884.129815,0
2024-03-16 00:00:00,3742.19,3781.12,3722.41,3735.52,73363.2961,2024-03-16 03:59:59.999,275263425.317909,213362,37732.947,141591416.811873,0
2024-03-16 04:00:00,3735.52,3743.6,3690.18,3740.19,50218.9677,2024-03-16 07:59:59.999,186862190.933716,212531,25341.6803,94309193.59812,0
2024-03-16 08:00:00,3740.2,3741.1,3661.83,3692.29,62013.0313,2024-03-16 11:59:59.999,229899398.3993,245335,29860.1099,110690992.790622,0
2024-03-16 12:00:00,3692.29,3711.37,3637.73,3679.55,92942.0765,2024-03-16 15:59:59.999,340952824.483541,336336,47441.0547,174033004.466641,0
2024-03-16 16:00:00,3679.54,3679.88,3570.0,3600.6,122770.3784,2024-03-16 19:59:59.999,444756532.34111506,394761,57169.01,207121321.934456,0
2024-03-16 20:00:00,3600.6,3633.8,3468.8,3523.09,146980.4069,2024-03-16 23:59:59.999,521442509.837034,396614,64460.8,228856109.884846,0
2024-03-17 00:00:00,3523.09,3582.4,3504.95,3571.5,90384.1792,2024-03-17 03:59:59.999,320885707.020565,280839,44962.7349,159625744.648501,0
2024-03-17 04:00:00,3571.49,3572.51,3412.0,3472.72,114120.8728,2024-03-17 07:59:59.999,397390492.406276,355819,54475.8524,189720528.430533,0
2024-03-17 08:00:00,3472.72,3606.41,3460.01,3578.99,107483.9821,2024-03-17 11:59:59.999,381692055.11441,331395,52961.9939,188102274.212856,0
2024-03-17 12:00:00,3578.99,3647.15,3528.36,3628.42,95169.7591,2024-03-17 15:59:59.999,341198412.769451,333210,49556.4741,177731960.522548,0
2024-03-17 16:00:00,3628.42,3656.45,3602.43,3651.18,62380.0184,2024-03-17 19:59:59.999,226297753.6255,243482,30881.5421,112049630.383475,0
2024-03-17 20:00:00,3651.18,3678.68,3624.19,3644.71,48252.182,2024-03-17 23:59:59.999,176023343.685112,176610,23122.7066,84349254.159245,0
2024-03-18 00:00:00,3644.7,3645.02,3557.31,3600.39,82008.4412,2024-03-18 03:59:59.999,295276710.411454,251340,37258.1734,134127818.007171,0
2024-03-18 04:00:00,3600.38,3642.52,3576.9,3626.65,65470.8897,2024-03-18 07:59:59.999,237025617.697945,224718,32352.3691,117125105.214185,0
2024-03-18 08:00:00,3626.65,3627.0,3548.99,3597.82,104156.7504,2024-03-18 11:59:59.999,373284948.138283,348163,49637.7421,177910972.836069,0
2024-03-18 12:00:00,3597.83,3613.41,3486.0,3525.18,134712.3087,2024-03-18 15:59:59.999,477278115.04898703,445468,65720.6054,232928351.427085,0
2024-03-18 16:00:00,3525.17,3563.86,3454.09,3478.89,129920.707,2024-03-18 19:59:59.999,454560287.73240894,426759,61193.5457,214143877.599231,0
2024-03-18 20:00:00,3478.88,3548.0,3478.88,3520.46,54632.1881,2024-03-18 23:59:59.999,192264934.692384,209939,27263.1898,95962047.844792,0
2024-03-19 00:00:00,3520.47,3548.09,3362.15,3419.17,189698.6232,2024-03-19 03:59:59.999,649902454.443524,479891,85815.8225,294102148.276651,0
2024-03-19 04:00:00,3419.18,3427.8,3306.1,3360.14,146220.9547,2024-03-19 07:59:59.999,492565240.50958,436546,69963.9485,235720765.049958,0
2024-03-19 08:00:00,3360.14,3360.16,3202.84,3276.51,265410.214,2024-03-19 11:59:59.999,864665304.972428,655601,120349.8278,392070254.349618,0
2024-03-19 12:00:00,3276.51,3325.69,3223.5,3303.16,164469.5428,2024-03-19 15:59:59.999,538948991.438383,440828,78827.8597,258324545.489068,0
2024-03-19 16:00:00,3303.16,3359.8,3280.8,3333.26,129837.4242,2024-03-19 19:59:59.999,431063936.31554097,323525,61303.9433,203559041.340592,0
2024-03-19 20:00:00,3333.27,3338.84,3150.88,3158.64,153992.9347,2024-03-19 23:59:59.999,497161784.597,310994,70151.9418,226530032.130357,0
2024-03-20 00:00:00,3158.65,3266.01,3153.26,3161.02,176684.8529,2024-03-20 03:59:59.999,566099143.419354,403667,85092.3398,272694582.666399,0
2024-03-20 04:00:00,3161.02,3226.0,3056.56,3218.48,241498.0331,2024-03-20 07:59:59.999,759531600.492287,537847,114303.1494,359783752.191891,0
2024-03-20 08:00:00,3218.47,3296.72,3205.1,3293.26,137299.3104,2024-03-20 11:59:59.999,444793216.797992,435329,68054.5917,220517091.352027,0
2024-03-20 12:00:00,3293.26,3397.0,3275.35,3292.55,226068.0678,2024-03-20 15:59:59.999,755344433.5538899,584009,105233.4718,351676111.385893,0
2024-03-20 16:00:00,3292.54,3405.78,3140.71,3379.01,263906.8566,2024-03-20 19:59:59.999,867456082.3949751,649474,132788.841,436545146.29614097,0
2024-03-20 20:00:00,3379.0,3535.24,3370.91,3516.53,161865.6993,2024-03-20 23:59:59.999,564026952.240543,377627,83984.5035,292586447.585969,0
2024-03-21 00:00:00,3516.53,3558.99,3493.4,3510.59,109802.7426,2024-03-21 03:59:59.999,387132481.07161903,279881,52001.8354,183404249.100706,0
2024-03-21 04:00:00,3510.59,3537.2,3446.47,3516.03,89965.5165,2024-03-21 07:59:59.999,315211191.252762,266664,43127.6834,151094306.850184,0
2024-03-21 08:00:00,3516.04,3587.32,3516.03,3531.18,94844.8442,2024-03-21 11:59:59.999,336601297.509863,293395,43911.7348,155881285.850193,0
2024-03-21 12:00:00,3531.18,3574.41,3478.73,3497.6,103968.4195,2024-03-21 15:59:59.999,366747041.005136,331682,52768.3659,186148500.297924,0
2024-03-21 16:00:00,3497.59,3545.99,3412.22,3441.38,131679.5015,2024-03-21 19:59:59.999,455977320.211656,363426,65375.6385,226484993.658421,0
2024-03-21 20:00:00,3441.37,3521.91,3412.0,3492.85,72494.1829,2024-03-21 23:59:59.999,252415527.105499,256941,38180.7428,132977993.903452,0
2024-03-22 00:00:00,3492.84,3527.61,3454.01,3522.01,61088.8562,2024-03-22 03:59:59.999,213295500.21104,236413,30879.1474,107876205.837076,0
2024-03-22 04:00:00,3522.0,3542.52,3500.63,3511.4,58201.2989,2024-03-22 07:59:59.999,204857357.91738,209459,31163.9404,109711292.472795,0
2024-03-22 08:00:00,3511.39,3523.8,3394.42,3405.19,68698.234,2024-03-22 11:59:59.999,237640783.697398,255507,31759.7676,109914570.080446,0
2024-03-22 12:00:00,3405.18,3425.84,3281.0,3349.31,160395.4791,2024-03-22 15:59:59.999,537281164.880772,468273,81109.2583,271776030.865979,0
2024-03-22 16:00:00,3349.3,3362.19,3289.0,3340.46,123949.364,2024-03-22 19:59:59.999,413141706.43165296,318902,61982.8717,206595801.008544,0
2024-03-22 20:00:00,3340.46,3345.59,3250.0,3336.35,86515.6558,2024-03-22 23:59:59.999,285555127.880764,259202,41329.0047,136391936.585051,0
2024-03-23 00:00:00,3336.35,3362.38,3270.08,3303.56,58618.341,2024-03-23 03:59:59.999,194909078.867049,205289,27378.28,91067571.312377,0
2024-03-23 04:00:00,3303.55,3383.8,3298.6,3365.28,42455.7546,2024-03-23 07:59:59.999,141937607.208639,172933,22418.2323,74961057.438305,0
2024-03-23 08:00:00,3365.28,3380.57,3328.34,3364.99,43508.015,2024-03-23 11:59:59.999,145899443.662813,186281,20664.256,69315305.565356,0
2024-03-23 12:00:00,3364.98,3423.03,3343.41,3405.5,69877.3828,2024-03-23 15:59:59.999,236761234.173659,217765,34297.3579,116193114.107604,0
2024-03-23 16:00:00,3405.49,3435.48,3384.82,3386.12,45078.0352,2024-03-23 19:59:59.999,153633440.149587,176321,20586.736,70170536.444069,0
2024-03-23 20:00:00,3386.11,3401.6,3327.28,3329.53,64138.4162,2024-03-23 23:59:59.999,216637575.539482,171094,29496.0907,99628806.260295,0
2024-03-24 00:00:00,3329.53,3368.16,3307.0,3307.62,48041.0628,2024-03-24 03:59:59.999,160095333.221736,179503,22176.5926,73932968.001392,0
2024-03-24 04:00:00,3307.63,3343.07,3298.76,3341.8,39533.9037,2024-03-24 07:59:59.999,131122687.959043,159984,18936.2553,62825234.975671,0
2024-03-24 08:00:00,3341.81,3392.72,3335.5,3387.38,36214.3205,2024-03-24 11:59:59.999,121958567.801464,164834,19454.3109,65506611.13062,0
2024-03-24 12:00:00,3387.37,3414.46,3376.73,3397.51,36265.3185,2024-03-24 15:59:59.999,123146394.124376,160912,19113.9568,64921059.633948,0
2024-03-24 16:00:00,3397.5,3409.5,3333.0,3382.5,49572.2639,2024-03-24 19:59:59.999,167003849.299634,204032,24304.8437,81872930.594626,0
2024-03-24 20:00:00,3382.49,3471.22,3375.56,3454.98,51197.2714,2024-03-24 23:59:59.999,175706240.625201,221717,27869.2962,95655629.737304,0
2024-03-25 00:00:00,3454.99,3461.17,3420.12,3454.97,42364.5167,2024-03-25 03:59:59.999,145595702.064298,162285,23279.0295,80006823.542246,0
2024-03-25 04:00:00,3454.98,3506.49,3440.8,3444.6,84573.3282,2024-03-25 07:59:59.999,293876470.425248,211664,46231.1722,160652748.130121,0
2024-03-25 08:00:00,3444.59,3472.0,3432.15,3436.19,49155.8492,2024-03-25 11:59:59.999,169605919.478467,179547,24564.9248,84772325.484159,0
2024-03-25 12:00:00,3436.2,3587.9,3430.0,3581.49,126222.948,2024-03-25 15:59:59.999,444679030.893866,387616,68128.0351,239982953.720259,0
2024-03-25 16:00:00,3581.49,3666.0,3566.2,3638.96,184776.909,2024-03-25 19:59:59.999,669779282.431658,433009,100460.7486,364069670.32980496,0
2024-03-25 20:00:00,3638.96,3646.66,3566.47,3590.42,61484.1431,2024-03-25 23:59:59.999,221841343.366733,236009,31569.2,113892193.554093,0
2024-03-26 00:00:00,3590.43,3643.71,3580.95,3623.0,118159.5628,2024-03-26 03:59:59.999,426915570.342918,244940,58754.8495,212181514.934353,0
2024-03-26 04:00:00,3623.0,3678.86,3618.4,3635.13,83621.5109,2024-03-26 07:59:59.999,304268994.522482,212483,33941.579,123557523.114635,0
2024-03-26 08:00:00,3635.14,3670.32,3630.0,3631.6,58958.4099,2024-03-26 11:59:59.999,215152144.153039,195595,26389.1614,96336958.262651,0
2024-03-26 12:00:00,3631.61,3654.34,3545.13,3593.35,109018.2391,2024-03-26 15:59:59.999,392567063.708427,318105,48607.611,174893985.964142,0
2024-03-26 16:00:00,3593.35,3603.55,3542.62,3560.82,88321.8786,2024-03-26 19:59:59.999,315195680.37091,249739,44371.1551,158324953.939089,0
2024-03-26 20:00:00,3560.83,3613.5,3558.15,3587.33,40934.2371,2024-03-26 23:59:59.999,146712582.748448,152829,20520.0076,73508506.335975,0
2024-03-27 00:00:00,3587.32,3627.67,3577.0,3603.11,38078.1551,2024-03-27 03:59:59.999,137360675.950308,156057,19225.9777,69363165.264646,0
2024-03-27 04:00:00,3603.1,3616.5,3560.2,3565.21,41410.5898,2024-03-27 07:59:59.999,148804697.025704,160620,19624.4185,70522023.630188,0
2024-03-27 08:00:00,3565.21,3590.84,3532.96,3585.07,55698.9769,2024-03-27 11:59:59.999,198727577.585283,209848,27742.3363,99006643.421279,0
2024-03-27 12:00:00,3585.07,3665.84,3496.15,3514.3,191134.3058,2024-03-27 15:59:59.999,681910565.917784,486536,92386.8357,329696434.871466,0
2024-03-27 16:00:00,3514.29,3531.76,3460.02,3491.18,73658.2574,2024-03-27 19:59:59.999,257692440.514348,263672,36865.4257,128974524.108726,0
2024-03-27 20:00:00,3491.18,3521.47,3485.04,3501.19,43215.0447,2024-03-27 23:59:59.999,151602671.314549,159860,19850.8044,69643259.539531,0
2024-03-28 00:00:00,3501.2,3531.47,3465.0,3496.61,98043.3592,2024-03-28 03:59:59.999,343257821.981096,229930,49767.3631,174194456.551284,0
2024-03-28 04:00:00,3496.61,3579.95,3495.79,3573.88,73489.0492,2024-03-28 07:59:59.999,260161147.710007,184783,38859.792,137576725.178613,0
2024-03-28 08:00:00,3573.88,3595.7,3565.81,3579.73,55528.1056,2024-03-28 11:59:59.999,198878647.588887,193422,28060.4196,100525575.946456,0
2024-03-28 12:00:00,3579.74,3611.78,3552.55,3578.7,84030.442,2024-03-28 15:59:59.999,301100158.205841,261640,43800.0579,156967422.126344,0
2024-03-28 16:00:00,3578.71,3580.75,3537.48,3563.05,60508.7819,2024-03-28 19:59:59.999,215543127.816329,175478,28552.3551,101703362.73838,0
2024-03-28 20:00:00,3563.06,3580.0,3541.37,3560.49,33054.2932,2024-03-28 23:59:59.999,117689621.320883,113100,17031.3896,60642696.052525,0
2024-03-29 00:00:00,3560.49,3584.37,3550.05,3562.39,28619.8812,2024-03-29 03:59:59.999,101992183.044696,117446,14940.6668,53252533.857125,0
2024-03-29 04:00:00,3562.39,3580.8,3512.85,3519.43,58587.0884,2024-03-29 07:59:59.999,208330494.02755,166213,28818.9238,102474940.496732,0
2024-03-29 08:00:00,3519.42,3562.71,3517.15,3549.85,55857.175,2024-03-29 11:59:59.999,197568650.100298,150378,29057.4807,102813068.536014,0
2024-03-29 12:00:00,3549.86,3558.0,3481.14,3488.53,64510.6073,2024-03-29 15:59:59.999,227458501.428825,201552,29168.4994,102941101.509056,0
2024-03-29 16:00:00,3488.52,3502.36,3445.91,3500.34,60765.2112,2024-03-29 19:59:59.999,211670026.362983,178982,24599.0527,85743123.693465,0
2024-03-29 20:00:00,3500.35,3524.55,3476.01,3509.74,54746.2159,2024-03-29 23:59:59.999,191528436.194035,137173,27404.7317,95892346.721983,0
2024-03-30 00:00:00,3509.74,3521.89,3486.58,3490.0,34193.2775,2024-03-30 03:59:59.999,119804589.297344,142195,16549.9073,57978071.907143,0
