Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2025-03-02 00:10:00,2218.24000000,2219.00000000,2212.10000000,2212.45000000,866.74310000,2025-03-02 00:14:59.999,1920072.22723300,7227,234.70970000,520072.78197200,0
2025-03-02 00:15:00,2212.46000000,2217.57000000,2210.32000000,2215.91000000,2048.59940000,2025-03-02 00:19:59.999,4536706.59801500,10710,1154.92220000,2557787.18789900,0
2025-03-02 00:20:00,2215.92000000,2216.19000000,2207.10000000,2207.10000000,1058.48940000,2025-03-02 00:24:59.999,2339402.17323800,8500,221.94290000,490557.79094000,0
2025-03-02 00:25:00,2207.10000000,2211.78000000,2203.51000000,2210.30000000,1514.18620000,2025-03-02 00:29:59.999,3341352.87616600,10047,839.73270000,1852759.90927100,0
2025-03-02 00:30:00,2210.31000000,2218.70000000,2208.89000000,2213.87000000,911.35750000,2025-03-02 00:34:59.999,2018516.80423100,10473,320.88200000,710709.68160600,0
2025-03-02 00:35:00,2213.88000000,2223.62000000,2213.73000000,2220.96000000,2088.67950000,2025-03-02 00:39:59.999,4635367.42811600,10084,879.27860000,1951788.35285000,0
2025-03-02 00:40:00,2220.95000000,2225.07000000,2218.59000000,2218.90000000,1137.77420000,2025-03-02 00:44:59.999,2526790.75464500,8962,455.37610000,1011274.43477800,0
2025-03-02 00:45:00,2218.89000000,2221.68000000,2218.00000000,2221.26000000,885.81610000,2025-03-02 00:49:59.999,1966145.89531400,8737,399.62510000,887040.33506200,0
2025-03-02 00:50:00,2221.27000000,2224.35000000,2217.04000000,2217.09000000,1221.10720000,2025-03-02 00:54:59.999,2711756.51888800,8320,418.94890000,930531.82709800,0
2025-03-02 00:55:00,2217.08000000,2217.28000000,2214.57000000,2215.49000000,663.11420000,2025-03-02 00:59:59.999,1469291.53241800,4942,190.48180000,422074.71023400,0
2025-03-02 01:00:00,2215.50000000,2219.74000000,2215.00000000,2217.00000000,682.08630000,2025-03-02 01:04:59.999,1512211.89602700,7113,281.48050000,624115.82301500,0
2025-03-02 01:05:00,2217.00000000,2223.15000000,2216.58000000,2222.69000000,1362.57400000,2025-03-02 01:09:59.999,3025993.29008500,7285,673.95110000,1496819.77242600,0
2025-03-02 01:10:00,2222.69000000,2225.33000000,2220.00000000,2224.51000000,1500.66700000,2025-03-02 01:14:59.999,3334878.87731200,8907,642.55470000,1427960.89025400,0
