Datetime,Open,High,Low,Close,Volume
12/22/2024 22:00,95203.1,95227.99,94250.35,94962,1020.68194
12/22/2024 22:30,94962,95640,94940.01,95547.41,361.73236
12/22/2024 23:00,95547.42,95824,95225,95398.02,342.10044
12/22/2024 23:30,95398.01,95427.98,95024,95186.27,435.44761
12/23/2024 0:00,95186.28,95410.77,94636,94705.01,585.29689
12/23/2024 0:30,94705.01,94799.81,94333.33,94390.84,565.3241
12/23/2024 1:00,94390.83,94599.15,93771.37,94281.44,1032.66606
12/23/2024 1:30,94281.44,95130.01,94281.44,94449.99,775.39078
12/23/2024 2:00,94450,94709.2,93700.42,94035.03,923.93914
12/23/2024 2:30,94035.03,94786.45,93883.1,94723.96,696.94857
12/23/2024 3:00,94723.96,95690.14,94610.76,95540,795.53002
12/23/2024 3:30,95540.01,96043.99,95286.07,96025.15,653.34684
12/23/2024 4:00,96025.15,96509.98,95888.1,96090.91,597.1161
12/23/2024 4:30,96090.9,96297.49,95644,95832.03,315.0581
12/23/2024 5:00,95832.02,95961.53,95352.21,95713.52,1131.81535
12/23/2024 5:30,95713.52,95859.99,95524.3,95608.02,188.52171
12/23/2024 6:00,95608.01,95650.76,95082.52,95367.99,494.46343
12/23/2024 6:30,95368,95412.36,94705.07,94824.83,446.92404
12/23/2024 7:00,94824.83,95410.4,94824.83,95364.01,466.79445
12/23/2024 7:30,95364,95579.62,95224.56,95404.01,278.44162
12/23/2024 8:00,95404.01,95554.88,95079.08,95103.5,302.2667
12/23/2024 8:30,95103.5,95553.21,95036.77,95503.87,310.30424
12/23/2024 9:00,95503.87,96167.98,95493.22,95895.99,644.99958
12/23/2024 9:30,95896,96121.22,95842,96013.72,248.03569
12/23/2024 10:00,96013.72,96295.26,95976.14,96156.33,491.63566
12/23/2024 10:30,96156.33,96445.17,95962.26,96392.39,451.89182
12/23/2024 11:00,96392.4,96538.92,95942.16,95967.89,373.06216
12/23/2024 11:30,95967.89,96012,95819.79,95932.42,198.65687
12/23/2024 12:00,95932.41,96297.45,95864.8,96258.99,477.52379
12/23/2024 12:30,96259,96423,96099.7,96305,385.39886
12/23/2024 13:00,96305,96350,95723.07,95795.24,350.90225
12/23/2024 13:30,95795.25,95877.49,94832.93,94924.34,811.63535
12/23/2024 14:00,94924.35,95580,94847.05,95521.74,545.30647
12/23/2024 14:30,95522.18,95621.54,93700.01,94389.67,2806.20982
12/23/2024 15:00,94389.67,94430.89,93268.94,93432.2,1884.1638
12/23/2024 15:30,93432.18,93716.09,93107.52,93250.37,1055.84964
12/23/2024 16:00,93250.38,93500,92928.82,93439.06,1107.3663
12/23/2024 16:30,93439.07,94260,93000.38,93980.61,1248.65255
12/23/2024 17:00,93980.61,94135.47,93280.49,93789.22,773.27483
12/23/2024 17:30,93789.21,93846.9,93206.79,93364.26,555.19412
12/23/2024 18:00,93364.26,93747.66,93174.58,93260.07,525.20571
12/23/2024 18:30,93260.06,93424.16,92690,92758.55,772.72093
12/23/2024 19:00,92758.54,93710.03,92702,93440.26,720.74555
12/23/2024 19:30,93440.26,93644,92960,93044.79,533.13664
12/23/2024 20:00,93044.79,93111.99,92520,92943.46,1036.7032
12/23/2024 20:30,92943.45,93530.01,92800,93186.34,757.89772
12/23/2024 21:00,93186.34,94305.61,93181.83,94072.42,923.51389
12/23/2024 21:30,94072.42,94251.77,93791.14,93964.01,483.60686
12/23/2024 22:00,93964.01,94985.43,93911.5,94947.7,588.0201
12/23/2024 22:30,94947.7,95191.81,94556.21,95191.81,431.58565
12/23/2024 23:00,95191.8,95509.09,95046.15,95121.21,657.65507
12/23/2024 23:30,95121.22,95131.69,94683.81,94881.47,410.06801
12/24/2024 0:00,94881.47,94881.47,94131.11,94406.09,544.03074
12/24/2024 0:30,94406.1,94666.67,94234.08,94550.22,411.81005
12/24/2024 1:00,94550.23,94672,94351.22,94471.39,258.67357
12/24/2024 1:30,94471.4,94471.4,94036,94123.43,308.90799
12/24/2024 2:00,94123.43,94320,93569.02,93817.23,549.24831
12/24/2024 2:30,93817.23,94257.47,93796,93961.45,330.35464
12/24/2024 3:00,93961.45,94173.1,93810.02,94163.97,385.21072
12/24/2024 3:30,94163.96,94400,94111.5,94348.75,347.58798
12/24/2024 4:00,94348.75,94397.86,94114.99,94362.96,159.95836
